100000 2 2 
A	F	0.414176	0.522555
A	H	0.556497	0.359653
A	G	0.492172	0.33531
B	F	0.552842	0.004833
A	E	0.680386	0.680271
B	G	0.153149	0.569354
D	G	0.19877	0.768846
B	E	0.489924	0.919352
A	G	0.117414	0.269955
B	E	0.224341	0.791094
B	E	0.512328	0.541039
C	E	0.652432	0.368317
B	E	0.70688	0.319177
C	E	0.13234	0.992705
D	G	0.115551	0.712648
C	E	0.612099	0.491396
C	F	0.402257	0.718623
A	F	0.697238	0.188223
A	F	0.270241	0.643082
D	E	0.307484	0.767472
D	F	0.608928	0.030789
A	E	0.811892	0.504266
D	F	0.409944	0.017241
C	E	0.925389	0.154462
B	E	0.352656	0.54129
A	E	0.806556	0.272145
C	E	0.592744	0.21371
B	F	0.593083	0.113116
B	F	0.345997	0.239959
B	G	0.463552	0.346724
A	F	0.49063	0.498755
B	F	0.396322	0.720389
A	H	0.089024	0.346118
B	G	0.530071	0.136215
A	F	0.362863	0.46225
A	E	0.34067	0.497673
D	E	0.828959	0.373916
D	F	0.045758	0.683619
A	F	0.758042	0.287948
A	E	0.78949	0.653661
A	E	0.996674	0.010173
A	F	0.61483	0.336633
A	E	0.90896	0.605146
A	F	0.552772	0.900094
C	E	0.46501	0.874213
A	F	0.38279	0.99102
B	E	0.758679	0.54919
A	E	0.88157	0.817975
B	G	0.702665	0.377466
A	E	0.852876	0.541036
B	G	0.119911	0.75316
C	G	0.443446	0.3625
B	E	0.424744	0.202612
C	E	0.411274	0.655608
B	E	0.477995	0.929058
A	F	0.935712	0.107992
A	E	0.806668	0.491064
A	G	0.267397	0.041017
B	E	0.966316	0.318976
A	F	0.692315	0.141606
B	F	0.485171	0.805733
A	F	0.333493	0.102429
A	G	0.605734	0.607811
B	E	0.880961	0.323561
B	G	0.744467	0.26564
A	G	0.163975	0.967418
C	E	0.854407	0.229933
A	G	0.965475	0.497425
A	E	0.684043	0.920323
A	E	0.244038	0.767863
A	F	0.564257	0.890432
B	E	0.947458	0.0359
A	E	0.967892	0.523633
A	G	0.527122	0.732319
C	E	0.693258	0.561629
B	E	0.710808	0.261283
B	E	0.700175	0.169146
A	E	0.540314	0.853036
B	E	0.68338	0.489894
B	F	0.565436	0.544476
B	E	0.292142	0.941807
A	E	0.32003	0.454339
B	F	0.569257	0.039065
A	E	0.387149	0.136736
A	F	0.631971	0.109791
A	E	0.568181	0.904355
A	E	0.150708	0.965595
A	H	0.515639	0.555781
A	E	0.354674	0.613646
B	E	0.558592	0.744979
A	H	0.589315	0.290938
A	F	0.058312	0.984095
D	E	0.728538	0.376791
B	E	0.736726	0.297659
A	F	0.051209	0.785567
A	F	0.591754	0.173296
B	F	0.911349	0.436544
B	F	0.944318	0.246143
C	F	0.916632	0.187731
C	G	0.01296	0.635241
D	E	0.164849	0.645899
B	E	0.769539	0.769495
B	E	0.334899	0.51159
B	E	0.602484	0.860303
A	H	0.271813	0.718196
A	F	0.487167	0.510782
C	E	0.978369	0.198343
A	E	0.454504	0.688254
C	F	0.255225	0.824457
C	E	0.397631	0.580335
A	E	0.603532	0.182485
A	G	0.924855	0.76653
A	H	0.86995	0.084804
A	E	0.885632	0.366227
D	E	0.523363	0.346988
A	G	0.09361	0.255388
A	H	0.307331	0.610208
B	F	0.628753	0.888985
B	E	0.891997	0.018792
A	E	0.914686	0.816307
A	E	0.62172	0.963326
B	E	0.219172	0.658326
B	E	0.51084	0.322593
C	E	0.595849	0.630076
B	E	0.429288	0.856069
A	G	0.476558	0.511656
D	E	0.265538	0.221796
C	F	0.70708	0.698403
C	F	0.38385	0.18156
B	F	0.525879	0.776534
B	F	0.575264	0.168289
A	E	0.669547	0.632209
A	E	0.994309	0.758031
A	F	0.559137	0.942129
A	F	0.824971	0.61274
B	H	0.198211	0.498922
C	G	0.785305	0.233545
B	F	0.096645	0.35776
A	H	0.089464	0.06978
C	F	0.632122	0.541686
A	F	0.448207	0.601836
A	H	0.723243	0.251689
B	F	0.205396	0.440275
B	F	0.735559	0.621318
B	F	0.694969	0.368343
A	E	0.839668	0.668496
C	E	0.857207	0.760356
A	F	0.730957	0.457622
B	F	0.334916	0.094146
A	G	0.307948	0.273653
A	G	0.484583	0.573872
B	E	0.498202	0.630162
A	G	0.500744	0.891002
B	E	0.358427	0.510051
D	E	0.413319	0.459394
C	E	0.808337	0.499353
B	E	0.883209	0.221391
C	F	0.082708	0.551491
B	E	0.040782	0.638643
A	E	0.531231	0.2521
A	F	0.38132	0.729327
B	F	0.192192	0.730944
C	E	0.650547	0.520252
D	E	0.561574	0.621251
B	F	0.517369	0.859029
B	H	0.132129	0.805193
C	E	0.490395	0.677328
A	F	0.798859	0.042226
A	F	0.291274	0.531452
C	F	0.78221	0.476459
B	E	0.408502	0.775843
A	F	0.642735	0.898608
B	F	0.294204	0.147876
A	E	0.965407	0.305098
D	E	0.179432	0.741397
B	E	0.264297	0.363214
A	F	0.528409	0.162147
C	F	0.275629	0.379629
B	E	0.347408	0.665429
B	E	0.800438	0.900826
A	F	0.804102	0.768035
A	G	0.795335	0.241777
A	E	0.744639	0.811917
C	E	0.937389	0.553886
A	E	0.78939	0.630666
A	E	0.797934	0.176103
B	G	0.758856	0.114514
C	E	0.788327	0.137311
A	E	0.37901	0.402544
A	H	0.037082	0.799204
D	F	0.591082	0.202176
C	E	0.402708	0.660343
B	G	0.722657	0.736916
A	E	0.858683	0.694069
A	E	0.873878	0.666201
A	E	0.620964	0.606241
B	E	0.132567	0.834018
B	F	0.321348	0.938681
C	E	0.082242	0.322937
B	E	0.693778	0.021444
B	E	0.026865	0.491395
A	F	0.308261	0.5477
A	H	0.412243	0.979669
B	F	0.328891	0.775959
C	F	0.08441	0.620648
B	E	0.585441	0.021502
D	G	0.064986	0.947832
A	F	0.960274	0.453309
B	H	0.791649	0.687484
A	H	0.023723	0.339592
B	F	0.122942	0.310539
B	E	0.524581	0.458233
C	E	0.346408	0.862625
A	E	0.458747	0.260755
A	G	0.770383	0.516516
B	F	0.457713	0.666565
C	E	0.481081	0.082391
A	G	0.469481	0.475969
A	E	0.605021	0.932503
C	E	0.717413	0.090585
B	E	0.880022	0.030613
B	E	0.218456	0.367965
B	F	0.040421	0.511021
B	F	0.767687	0.591967
B	F	0.638187	0.272508
A	E	0.935481	0.716183
B	F	0.2682	0.854732
A	E	0.693308	0.506514
A	H	0.456319	0.797157
B	F	0.458984	0.980131
B	E	0.432823	0.596958
A	G	0.516746	0.413695
B	E	0.423917	0.171216
A	F	0.912169	0.197195
A	H	0.046255	0.206261
B	F	0.767159	0.656577
A	E	0.716318	0.5909
D	E	0.894014	0.781794
A	E	0.877391	0.360893
A	F	0.730595	0.629665
A	F	0.513648	0.470042
B	E	0.754742	0.305342
A	H	0.415577	0.248893
B	E	0.325105	0.798603
C	F	0.675105	0.375317
B	G	0.537766	0.664548
A	E	0.883828	0.741478
C	E	0.795897	0.383233
D	E	0.791573	0.216635
B	H	0.539876	0.222112
A	E	0.215195	0.677523
A	H	0.013663	0.802534
A	E	0.972871	0.241712
C	F	0.610303	0.062369
A	G	0.268869	0.967168
B	E	0.487045	0.040759
B	G	0.273128	0.741543
A	F	0.819715	0.027857
B	E	0.742775	0.776213
A	F	0.270657	0.341809
A	F	0.654752	0.163883
A	E	0.468734	0.571032
B	F	0.336337	0.353157
C	E	0.426408	0.698929
C	F	0.226418	0.795748
A	E	0.598639	0.918756
C	E	0.472945	0.014942
B	E	0.494005	0.434892
B	E	0.819844	0.248605
A	F	0.428169	0.675314
B	F	0.936037	0.1542
A	E	0.626849	0.482492
A	E	0.470649	0.143959
A	F	0.697293	0.701943
B	E	0.975051	0.24902
B	E	0.187495	0.164962
B	G	0.385154	0.548339
B	F	0.514418	0.480986
D	E	0.526044	0.599939
A	E	0.250674	0.095055
D	E	0.258913	0.052473
A	E	0.455991	0.596922
A	H	0.630651	0.454431
A	F	0.860689	0.514364
D	E	0.40642	0.88149
C	E	0.968151	0.225087
B	F	0.622318	0.8407
B	G	0.560094	0.710419
A	E	0.826825	0.45316
B	G	0.577538	0.421711
D	E	0.108583	0.637678
A	G	0.592337	0.327331
A	G	0.600113	0.462317
A	F	0.764423	0.325457
A	F	0.333548	0.340711
C	F	0.156593	0.607908
D	E	0.269304	0.778364
B	F	0.41308	0.598125
A	F	0.425671	0.284497
B	E	0.141375	0.936427
A	E	0.302528	0.480334
A	F	0.144247	0.827088
A	F	0.921336	0.575698
A	F	0.952721	0.352704
A	F	0.276621	0.628012
A	F	0.420413	0.637689
B	G	0.103855	0.611959
B	E	0.257615	0.647008
A	G	0.323554	0.145658
B	F	0.74993	0.782415
C	E	0.457076	0.17863
C	E	0.850235	0.453886
A	G	0.770711	0.388441
A	F	0.922564	0.445478
A	G	0.545207	0.292566
C	G	0.69873	0.308848
A	E	0.947241	0.388984
A	H	0.29933	0.780945
C	F	0.56872	0.572107
C	E	0.984456	0.258879
B	E	0.654791	0.88468
C	E	0.442737	0.62451
A	F	0.300592	0.963428
B	E	0.138278	0.663125
C	E	0.409855	0.597362
A	F	0.736201	0.147429
B	F	0.153413	0.71556
A	E	0.892638	0.319521
A	F	0.414881	0.895458
A	E	0.934297	0.679715
C	E	0.54117	0.301194
A	F	0.602652	0.420428
A	E	0.529318	0.678568
B	E	0.895037	0.596226
C	E	0.345182	0.556775
A	E	0.86423	0.395003
B	E	0.835263	0.265676
C	G	0.130026	0.950491
B	E	0.855321	0.2917
C	E	0.702358	0.906416
A	E	0.897272	0.317677
B	E	0.902489	0.248353
B	E	0.050049	0.649835
B	E	0.843807	0.253553
A	E	0.757792	0.996902
A	H	0.56569	0.348921
C	E	0.658866	0.804773
B	E	0.253678	0.54504
A	F	0.68586	0.916962
C	E	0.803578	0.401316
B	E	0.648156	0.774087
A	G	0.145491	0.772872
C	E	0.692804	0.882376
A	F	0.868425	0.17383
B	E	0.31372	0.415825
B	F	0.401884	0.538451
C	E	0.377026	0.328238
B	F	0.606244	0.494066
A	E	0.570755	0.383825
A	E	0.550553	0.199328
A	F	0.733619	0.596673
D	E	0.713744	0.557194
B	F	0.643478	0.625897
A	E	0.711276	0.718126
A	F	0.317909	0.737252
C	F	0.436849	0.320822
C	F	0.597494	0.850286
A	E	0.698641	0.207155
A	E	0.269516	0.438361
D	E	0.667931	0.674544
A	F	0.246202	0.602928
B	F	0.260358	0.225008
D	F	0.690945	0.209712
C	E	0.232948	0.756649
B	E	0.411425	0.348191
B	E	0.276966	0.974765
B	H	0.047229	0.758396
B	E	0.37697	0.620404
A	F	0.487043	0.52995
B	E	0.81097	0.388389
B	G	0.231785	0.23535
A	H	0.685037	0.111385
C	E	0.781887	0.011431
A	G	0.717105	0.682226
B	H	0.347318	0.50398
B	E	0.479297	0.466188
C	E	0.659062	0.513982
A	E	0.966353	0.467877
B	E	0.151537	0.427396
B	E	0.709089	0.515581
D	E	0.409091	0.712576
A	H	0.164413	0.859585
B	F	0.768799	0.831361
B	G	0.181168	0.816476
B	H	0.116793	0.458596
A	H	0.234561	0.551467
A	G	0.162672	0.151494
B	E	0.7346	0.108667
A	F	0.472344	0.694784
B	H	0.201585	0.970938
B	E	0.895118	0.168871
B	F	0.697502	0.239026
B	H	0.368172	0.401303
B	F	0.425257	0.273673
C	E	0.280421	0.705667
A	G	0.401097	0.567492
C	F	0.888129	0.492644
C	E	0.397241	0.577876
C	H	0.630355	0.294531
A	E	0.27003	0.454311
B	E	0.619332	0.400503
C	E	0.465848	0.060264
B	E	0.948028	0.150843
B	F	0.6424	0.102524
C	E	0.743972	0.628602
C	H	0.323582	0.737293
A	G	0.376622	0.976509
C	F	0.426852	0.842116
D	F	0.024684	0.489701
B	E	0.521751	0.802595
B	F	0.409614	0.259766
C	E	0.670713	0.039444
A	H	0.012391	0.581579
A	H	0.820857	0.157788
A	E	0.322884	0.467346
D	E	0.776876	0.801299
C	E	0.317431	0.584678
D	E	0.427153	0.752234
A	G	0.54841	0.627655
A	F	0.197967	0.61795
A	G	0.889128	0.337414
A	F	0.140149	0.159617
A	F	0.383734	0.719634
A	G	0.425099	0.73826
C	E	0.550979	0.273983
A	H	0.545252	0.711436
B	G	0.465275	0.242241
A	E	0.826736	0.088422
A	F	0.842238	0.259253
A	E	0.466954	0.123014
D	F	0.413705	0.604034
B	E	0.706409	0.762167
B	E	0.626813	0.411907
D	E	0.813041	0.148526
A	E	0.523942	0.972833
A	F	0.579776	0.281048
B	F	0.282055	0.918818
A	E	0.835047	0.287393
B	G	0.571864	0.250528
A	G	0.320782	0.671953
B	E	0.404033	0.331069
B	E	0.35093	0.202818
B	E	0.953822	0.39649
C	E	0.908778	0.067479
A	F	0.199516	0.327669
A	E	0.98157	0.124761
A	E	0.48222	0.480107
A	E	0.439815	0.383617
C	E	0.570931	0.065987
A	G	0.834363	0.16953
B	F	0.639695	0.217993
A	F	0.917503	0.048087
D	G	0.179343	0.532776
A	E	0.287601	0.891013
C	G	0.172954	0.429461
C	E	0.253528	0.750394
A	F	0.394928	0.213843
A	E	0.374547	0.339481
B	E	0.28772	0.885663
A	G	0.325349	0.953141
C	E	0.801432	0.4944
B	E	0.928588	0.457464
B	E	0.846372	0.925115
A	G	0.449677	0.435134
A	G	0.978588	0.050742
C	F	0.602432	0.060011
B	F	0.22778	0.455425
A	F	0.286214	0.24521
A	E	0.971431	0.276224
A	H	0.256086	0.549756
B	F	0.329027	0.44643
A	E	0.600395	0.504456
A	E	0.495907	0.581355
D	E	0.490729	0.998028
D	E	0.805563	0.071576
D	E	0.712894	0.907042
B	E	0.778173	0.404071
B	F	0.764496	0.481455
A	F	0.696537	0.561975
B	E	0.833584	0.507677
B	H	0.603425	0.262755
A	G	0.618733	0.430753
B	F	0.824451	0.527902
A	E	0.924915	0.73937
B	E	0.722977	0.979191
B	E	0.697628	0.385318
B	H	0.570005	0.21028
A	H	0.220906	0.554021
A	F	0.411891	0.451722
D	E	0.011425	0.502847
A	H	0.686312	0.70426
C	E	0.72161	0.252092
B	E	0.156114	0.547007
A	H	0.525258	0.779478
A	F	0.740013	0.334551
A	F	0.706373	0.486702
A	E	0.285399	0.601352
D	E	0.953949	0.596758
B	E	0.401128	0.828383
C	E	0.181617	0.570119
A	E	0.859672	0.846793
D	E	0.236125	0.730592
D	E	0.856464	0.885734
B	E	0.979859	0.246969
B	E	0.784411	0.878291
A	F	0.431649	0.460164
A	F	0.794194	0.129926
A	E	0.178	0.532269
B	E	0.998085	0.078496
B	G	0.620317	0.726116
A	E	0.298069	0.260042
A	H	0.255358	0.250195
A	G	0.443499	0.418152
A	H	0.583793	0.208364
A	H	0.21083	0.995248
D	E	0.534098	0.492516
B	E	0.796394	0.730062
B	E	0.582509	0.772332
A	E	0.281826	0.49267
B	F	0.732628	0.253676
A	E	0.982392	0.304823
B	F	0.313577	0.459922
C	F	0.239453	0.199974
A	F	0.820226	0.066752
D	E	0.258673	0.704694
A	H	0.511835	0.302336
D	F	0.236377	0.600056
A	G	0.718485	0.254965
C	F	0.017301	0.593989
B	E	0.433202	0.214496
B	E	0.42603	0.647748
A	E	0.322213	0.87646
A	E	0.073353	0.849866
B	F	0.140991	0.89879
B	E	0.659075	0.020052
B	G	0.305537	0.365025
D	E	0.302701	0.493419
B	F	0.917003	0.395057
C	E	0.165169	0.459235
A	F	0.061651	0.584994
B	E	0.53714	0.036747
A	F	0.280874	0.333909
B	F	0.779863	0.511733
B	F	0.962299	0.323055
B	F	0.173734	0.938166
C	E	0.760955	0.574059
A	G	0.527676	0.554658
A	E	0.977584	0.533311
A	F	0.300805	0.012472
A	E	0.754202	0.681475
A	E	0.839785	0.386967
D	E	0.19301	0.709758
B	F	0.06092	0.666694
B	E	0.405137	0.292786
A	H	0.180382	0.436074
B	F	0.776689	0.377525
B	E	0.80648	0.216286
B	G	0.334651	0.493659
A	H	0.613817	0.362077
D	E	0.630509	0.005688
B	E	0.675777	0.635486
A	G	0.160583	0.690288
A	F	0.98043	0.441114
C	H	0.261171	0.721372
A	F	0.93717	0.997075
A	G	0.246525	0.799274
A	E	0.533155	0.558374
A	G	0.968294	0.540568
A	H	0.736375	0.403361
B	F	0.634242	0.461402
D	E	0.367554	0.285332
A	E	0.461001	0.71548
A	E	0.424033	0.591968
B	F	0.698423	0.448418
C	E	0.922651	0.368197
A	E	0.534917	0.630876
A	G	0.366353	0.540049
A	F	0.586846	0.276681
A	E	0.723156	0.338883
A	E	0.293719	0.430472
B	E	0.673051	0.418562
B	F	0.861602	0.343041
A	F	0.953279	0.217977
A	G	0.092289	0.012354
C	E	0.78889	0.751229
D	E	0.599929	0.873834
B	G	0.192646	0.514894
C	E	0.519797	0.310069
B	E	0.055139	0.542656
A	E	0.689284	0.89201
B	F	0.361641	0.112589
B	F	0.549122	0.12396
C	G	0.142019	0.479667
B	E	0.203739	0.781275
A	E	0.984858	0.658253
D	E	0.418817	0.787678
A	F	0.406693	0.881538
A	E	0.939235	0.350834
A	F	0.574605	0.515326
A	G	0.498859	0.797342
C	H	0.742921	0.13711
B	F	0.086731	0.637726
A	F	0.698079	0.190362
A	E	0.592737	0.599587
A	G	0.366705	0.320583
A	E	0.489524	0.545021
B	E	0.504954	0.175949
A	E	0.228564	0.731815
A	H	0.033417	0.576725
C	F	0.285888	0.080225
A	E	0.836309	0.474207
A	E	0.621026	0.542397
A	H	0.369392	0.253581
C	E	0.546142	0.242035
A	E	0.659522	0.844114
A	H	0.715534	0.202955
A	F	0.97526	0.258498
D	F	0.542643	0.349749
C	F	0.398028	0.295131
B	F	0.674707	0.326651
C	E	0.619124	0.230133
C	G	0.638237	0.511576
D	E	0.848614	0.117788
B	F	0.268204	0.250096
B	E	0.39209	0.757388
A	E	0.279177	0.971721
A	F	0.485646	0.677226
B	E	0.458771	0.402361
A	E	0.678861	0.490882
A	F	0.671901	0.930555
A	E	0.7573	0.448926
A	E	0.618631	0.317842
A	E	0.57168	0.377023
A	F	0.554892	0.778253
B	E	0.752226	0.597948
A	H	0.957032	0.219214
C	E	0.379418	0.383978
B	H	0.401517	0.250432
A	F	0.798141	0.169253
A	E	0.148952	0.554132
A	E	0.746083	0.311227
A	E	0.526523	0.518122
C	E	0.774297	0.586498
A	H	0.45603	0.293219
B	E	0.561504	0.447285
C	F	0.405095	0.563537
B	E	0.471455	0.414564
B	F	0.19214	0.529917
A	E	0.772479	0.291858
D	F	0.14503	0.471847
B	E	0.394197	0.549328
A	F	0.983686	0.082883
A	E	0.469383	0.761697
B	F	0.710828	0.657249
D	E	0.16329	0.92104
B	F	0.360837	0.934709
A	E	0.679833	0.146899
A	H	0.423772	0.135935
B	E	0.403315	0.801205
B	E	0.235889	0.469916
B	G	0.264949	0.613739
A	E	0.889555	0.859526
A	H	0.638864	0.032901
B	H	0.029273	0.258206
D	E	0.979779	0.437906
A	G	0.450051	0.255161
B	E	0.147445	0.780429
A	F	0.562504	0.416674
D	E	0.266482	0.196058
A	H	0.520383	0.501888
B	F	0.864679	0.568235
A	F	0.628813	0.103678
A	F	0.748373	0.672293
A	F	0.663487	0.304177
B	H	0.09258	0.756155
B	G	0.805952	0.616708
C	E	0.149568	0.820252
C	E	0.173935	0.768355
D	E	0.621404	0.718281
B	E	0.710005	0.130555
B	F	0.291653	0.642953
A	E	0.373414	0.506425
A	F	0.479456	0.713744
B	G	0.500198	0.013644
A	H	0.789524	0.162793
A	F	0.464712	0.606625
B	F	0.50374	0.114858
A	E	0.76448	0.397153
A	E	0.509109	0.165081
A	G	0.365947	0.141568
A	F	0.495789	0.987454
A	E	0.621408	0.212887
A	E	0.411854	0.718704
B	E	0.464121	0.672011
A	E	0.528939	0.992689
A	F	0.958646	0.800626
C	E	0.864034	0.016354
A	H	0.012125	0.011832
A	H	0.881934	0.278718
A	G	0.657062	0.503991
C	F	0.225709	0.764272
A	H	0.168554	0.400397
A	F	0.721422	0.426491
A	F	0.759947	0.576271
A	G	0.533471	0.398049
A	G	0.201136	0.839032
B	E	0.32379	0.320546
B	E	0.019005	0.420443
B	F	0.363519	0.122292
B	E	0.979281	0.207224
A	E	0.382578	0.916809
A	E	0.088909	0.204256
A	E	0.749334	0.65119
A	F	0.855259	0.468428
A	F	0.782733	0.144329
A	E	0.810749	0.829625
B	E	0.30963	0.762654
D	G	0.309001	0.197544
C	E	0.648619	0.461966
A	G	0.299253	0.529676
A	G	0.188542	0.259413
A	E	0.47405	0.531358
A	G	0.553487	0.371885
B	E	0.490479	0.686558
B	F	0.174996	0.8979
C	H	0.775724	0.40446
B	E	0.359941	0.56973
A	H	0.442458	0.389303
A	E	0.584439	0.470579
A	E	0.65573	0.425651
D	F	0.459326	0.61556
D	E	0.71594	0.383935
A	E	0.435373	0.457503
A	G	0.003716	0.948245
B	E	0.218775	0.403527
A	G	0.086912	0.465483
A	G	0.52732	0.986282
A	F	0.518138	0.503901
A	F	0.879667	0.023561
A	E	0.654297	0.611213
A	G	0.307362	0.72356
A	E	0.256259	0.173439
A	F	0.50099	0.759422
A	H	0.550613	0.101271
A	F	0.15409	0.308154
A	F	0.562189	0.684932
A	E	0.347665	0.965736
A	G	0.24266	0.270027
A	F	0.476104	0.169939
A	E	0.091032	0.748417
A	G	0.092919	0.95431
C	E	0.808363	0.308329
A	E	0.29856	0.679727
D	F	0.418715	0.463459
B	F	0.960148	0.313321
A	E	0.529648	0.549098
C	E	0.794177	0.481077
A	F	0.755578	0.673869
D	E	0.87146	0.275231
A	F	0.927537	0.492903
A	H	0.654007	0.07833
A	E	0.509943	0.71158
A	E	0.794761	0.341897
C	E	0.607077	0.193028
C	F	0.09861	0.914744
A	H	0.201209	0.172692
C	H	0.248258	0.09943
A	E	0.587327	0.586073
A	E	0.323693	0.901344
A	F	0.37149	0.800189
B	E	0.523063	0.840107
B	E	0.257787	0.488136
A	E	0.749129	0.950644
B	F	0.261349	0.299653
B	E	0.493312	0.555421
A	F	0.691205	0.102874
B	F	0.436363	0.437001
C	E	0.037611	0.847373
A	F	0.415951	0.516873
B	H	0.214981	0.56334
B	G	0.706046	0.221984
A	F	0.572466	0.628883
D	E	0.746031	0.08499
A	F	0.744808	0.448157
A	G	0.251763	0.931904
B	G	0.084309	0.864765
A	E	0.403409	0.542663
C	F	0.433186	0.315643
B	E	0.607558	0.409839
C	E	0.344714	0.406795
B	F	0.267242	0.390509
C	G	0.195503	0.187054
B	E	0.958421	0.077871
A	E	0.348221	0.911756
A	H	0.77811	0.318256
A	F	0.3017	0.887589
A	F	0.642921	0.54982
A	G	0.190133	0.639869
A	F	0.916479	0.058177
A	F	0.280231	0.805197
A	H	0.886547	0.212296
A	F	0.696134	0.5347
A	G	0.037805	0.586406
A	E	0.510958	0.834875
A	E	0.616704	0.275622
A	H	0.598163	0.2345
C	E	0.509841	0.38102
A	E	0.960191	0.646885
C	E	0.145637	0.780815
A	E	0.967615	0.489408
C	E	0.864242	0.088863
A	F	0.864402	0.367849
B	E	0.6723	0.924875
A	E	0.664681	0.612116
C	E	0.24653	0.486791
A	E	0.765923	0.08889
A	F	0.150242	0.457138
A	E	0.754594	0.657506
B	F	0.216086	0.365977
B	F	0.056551	0.793183
B	E	0.334451	0.994487
A	G	0.419585	0.681173
C	F	0.285546	0.26462
A	E	0.637824	0.930979
C	F	0.477255	0.624933
D	E	0.03773	0.867485
A	E	0.931028	0.386069
A	F	0.510117	0.706981
D	F	0.063045	0.51283
A	F	0.548008	0.294139
A	F	0.066143	0.530484
A	E	0.812927	0.495433
A	F	0.600367	0.515408
A	E	0.619738	0.907653
B	F	0.628823	0.161797
A	F	0.367869	0.150905
A	E	0.888602	0.492427
B	E	0.357113	0.928366
A	E	0.47663	0.38745
A	E	0.807962	0.602038
A	F	0.594092	0.52386
A	H	0.861409	0.181215
A	F	0.430302	0.965191
D	E	0.675482	0.124045
A	E	0.722712	0.000463
B	E	0.395686	0.674766
D	F	0.534647	0.477312
A	F	0.763495	0.963553
C	H	0.268003	0.489141
A	G	0.21233	0.268554
A	F	0.660411	0.46583
A	E	0.86274	0.198985
A	E	0.818034	0.614193
C	F	0.506664	0.587388
B	E	0.9128	0.316792
B	E	0.749404	0.383266
B	E	0.993744	0.361812
B	E	0.359824	0.537876
A	E	0.777138	0.743709
A	F	0.008548	0.686346
B	E	0.677461	0.468344
B	F	0.041813	0.625526
A	F	0.839073	0.205676
A	E	0.547731	0.740247
A	G	0.54187	0.460541
A	F	0.484255	0.047466
B	E	0.432308	0.459031
A	E	0.732264	0.392378
A	E	0.3377	0.793853
C	E	0.962909	0.69604
A	F	0.218929	0.710719
B	E	0.87308	0.268446
B	G	0.336469	0.985733
B	G	0.506103	0.14811
A	G	0.482935	0.739747
B	F	0.489089	0.85248
B	E	0.939215	0.668623
A	G	0.049146	0.676748
A	H	0.898581	0.370144
A	E	0.362753	0.495988
B	E	0.778558	0.229082
B	F	0.280232	0.314651
C	E	0.68855	0.86486
A	F	0.599416	0.474306
A	E	0.492318	0.461083
A	F	0.610709	0.251344
A	F	0.856896	0.04548
A	F	0.746262	0.457277
D	E	0.96992	0.29255
A	F	0.539319	0.048236
C	F	0.366364	0.68192
C	E	0.706681	0.352541
B	E	0.947572	0.77271
A	G	0.94664	0.070892
A	G	0.169382	0.446
B	E	0.991829	0.041003
B	E	0.395675	0.951808
B	F	0.092805	0.601825
A	E	0.45672	0.703582
C	E	0.7189	0.164895
A	E	0.644167	0.482121
D	H	0.329667	0.276259
A	F	0.781304	0.032151
A	E	0.870862	0.37585
A	F	0.602194	0.455608
B	E	0.143542	0.51896
A	F	0.182547	0.670794
B	H	0.708349	0.650023
