100000	2	3		
C	Y	0.165169	0	0.648995
Z	Y	0.061651	0.584994	0
Z	Y	0	0	0
A	Y	0	0.333909	0
Z	F	0.779863	0.511733	0
Z	Y	0.962299	0	0
Z	Y	0.173734	0	0
Z	Y	0.760955	0.574059	0
Z	Y	0	0.554658	0
Z	Y	0.977584	0.533311	0
A	F	0	0.012472	0.886722
Z	E	0	0	0.382242
A	Y	0.839785	0.386967	0.142593
Z	Y	0.19301	0.709758	0.128099
B	Y	0	0	0.762504
Z	Y	0	0	0
Z	H	0.180382	0	0.772377
Z	F	0.776689	0.377525	0
Z	E	0.80648	0	0.335675
Z	Y	0	0.493659	0.517476
Z	Y	0.613817	0	0
D	E	0	0.005688	0
Z	E	0.675777	0	0
A	Y	0	0	0.162214
Z	Y	0.98043	0.441114	0
Z	Y	0	0	0.424254
Z	F	0	0	0.455714
Z	G	0	0.799274	0
A	Y	0.533155	0.558374	0
A	Y	0	0	0
Z	Y	0	0.403361	0.276417
B	Y	0	0.461402	0
Z	Y	0.367554	0.285332	0.793096
A	E	0	0.71548	0
A	Y	0	0.591968	0
B	F	0	0	0
Z	E	0.922651	0	0
A	E	0	0.630876	0.440185
A	G	0.366353	0	0
Z	Y	0.586846	0.276681	0.86782
A	Y	0.723156	0	0.390461
A	E	0.293719	0	0
B	E	0	0	0.46681
B	F	0.861602	0.343041	0
A	Y	0.953279	0.217977	0
Z	Y	0.092289	0	0.861619
Z	Y	0.78889	0.751229	0
Z	Y	0	0.873834	0
B	Y	0	0	0
Z	Y	0	0	0
Z	E	0.055139	0.542656	0
Z	E	0	0	0.434645
B	Y	0.361641	0	0.50407
B	F	0	0	0
C	Y	0	0	0
B	Y	0	0	0
A	Y	0.984858	0.658253	0.466506
Z	Y	0.418817	0	0
A	F	0.406693	0	0.390852
A	E	0.939235	0	0.356539
Z	Y	0.574605	0.515326	0
A	Y	0	0.797342	0
C	H	0.742921	0	0
B	F	0	0	0.258289
Z	F	0	0	0.772103
Z	E	0	0	0
A	G	0.366705	0.320583	0.55118
A	E	0.489524	0	0
Z	Y	0	0	0.437491
Z	E	0.228564	0	0
Z	H	0	0.576725	0.500336
C	Y	0.285888	0	0
Z	E	0.836309	0	0
Z	Y	0	0.542397	0.347864
Z	H	0	0	0
Z	E	0.546142	0.242035	0
Z	E	0.659522	0	0.418466
Z	H	0	0.202955	0
Z	Y	0	0	0.138471
D	Y	0	0.349749	0.484743
Z	Y	0	0	0
B	Y	0	0	0.969834
Z	E	0	0.230133	0.690197
Z	Y	0.638237	0	0
Z	E	0	0	0.739216
B	Y	0	0	0
Z	Y	0.39209	0.757388	0.399337
A	Y	0	0	0
Z	Y	0	0	0
B	E	0.458771	0	0
A	Y	0.678861	0	0
Z	Y	0	0	0
A	Y	0	0.448926	0.110984
Z	E	0	0.317842	0
A	Y	0	0.377023	0
A	F	0	0.778253	0
Z	Y	0.752226	0	0.182673
Z	H	0.957032	0	0
C	E	0	0	0
Z	Y	0.401517	0	0
Z	Y	0	0.169253	0
A	E	0.148952	0	0.19139
Z	E	0	0	0.920794
Z	Y	0.526523	0.518122	0
C	Y	0	0.586498	0
A	H	0	0.293219	0.42774
Z	E	0.561504	0.447285	0.544373
Z	Y	0.405095	0	0
B	Y	0	0.414564	0.795688
Z	Y	0.19214	0	0
Z	Y	0	0	0.173553
D	F	0	0.471847	0.244656
B	Y	0.394197	0	0.479601
A	Y	0	0.082883	0
Z	Y	0	0	0
B	F	0	0	0.640277
D	E	0	0.92104	0
Z	Y	0	0.934709	0
Z	E	0.679833	0	0
A	Y	0.423772	0	0.210825
B	Y	0	0	0
B	Y	0	0	0.809331
Z	G	0.264949	0	0.656667
A	Y	0.889555	0	0
A	H	0	0	0.321938
Z	H	0	0	0.866027
D	Y	0.979779	0.437906	0
Z	Y	0	0.255161	0
B	E	0	0	0
A	Y	0	0.416674	0
Z	Y	0.266482	0.196058	0.582117
A	H	0.520383	0.501888	0.981416
B	Y	0	0	0.24986
A	Y	0.628813	0	0
Z	Y	0	0	0
Z	Y	0	0	0
Z	Y	0.09258	0.756155	0.605219
B	Y	0.805952	0	0.301871
Z	E	0	0	0.130826
Z	E	0	0	0
Z	Y	0.621404	0	0
Z	Y	0	0.130555	0
Z	F	0	0	0.073996
Z	Y	0.373414	0.506425	0
Z	F	0.479456	0	0
B	Y	0	0.013644	0.68219
Z	H	0.789524	0	0.537744
Z	Y	0	0.606625	0.947954
Z	F	0.50374	0	0
Z	Y	0.76448	0	0
Z	E	0.509109	0.165081	0.822853
Z	G	0	0	0.845927
A	Y	0.495789	0	0.379656
Z	Y	0	0	0
Z	E	0	0.718704	0.719714
Z	Y	0.464121	0.672011	0
A	Y	0	0	0
Z	F	0.958646	0	0
Z	Y	0	0	0.690338
Z	H	0.012125	0.011832	0
Z	H	0	0	0
A	Y	0.657062	0.503991	0
Z	Y	0	0.764272	0.125306
A	H	0.168554	0.400397	0.981834
A	F	0	0	0
Z	F	0	0	0.167585
A	G	0	0.398049	0.267338
A	Y	0	0	0.224965
Z	E	0	0.320546	0
B	E	0.019005	0	0
B	Y	0	0	0.825157
Z	E	0	0.207224	0.288463
Z	Y	0.382578	0	0
Z	Y	0.088909	0	0
Z	Y	0	0	0
A	Y	0.855259	0.468428	0
A	Y	0.782733	0.144329	0
A	E	0	0	0.182574
Z	Y	0	0.762654	0.526987
D	Y	0.309001	0	0.802949
Z	E	0.648619	0	0
A	Y	0.299253	0	0.786533
A	G	0.188542	0	0
Z	E	0.47405	0	0
A	Y	0.553487	0.371885	0
Z	E	0	0	0.972825
B	Y	0	0	0.387289
C	H	0.775724	0	0.281481
B	Y	0.359941	0	0
Z	H	0	0.389303	0.506339
Z	E	0.584439	0	0.070857
Z	Y	0.65573	0	0.547741
D	Y	0	0.61556	0
D	Y	0	0	0
Z	E	0.435373	0.457503	0.387503
A	Y	0	0.948245	0.04119
Z	Y	0	0.403527	0
Z	Y	0	0.465483	0
A	G	0	0.986282	0
A	Y	0	0	0
Z	F	0.879667	0.023561	0
Z	Y	0.654297	0.611213	0
Z	G	0	0	0
Z	Y	0.256259	0	0
Z	F	0	0	0
Z	H	0	0.101271	0
Z	Y	0.15409	0.308154	0.264753
A	Y	0.562189	0.684932	0.07582
Z	Y	0	0	0
A	Y	0	0.270027	0.995005
Z	Y	0.476104	0.169939	0.316733
Z	E	0	0	0
Z	G	0	0	0.477147
C	E	0	0.308329	0.338802
A	E	0	0	0
D	Y	0.418715	0	0
B	Y	0	0.313321	0
Z	E	0	0.549098	0.699836
Z	Y	0	0.481077	0
Z	F	0.755578	0	0
Z	E	0.87146	0.275231	0.589877
A	F	0	0	0.23883
A	H	0.654007	0	0
Z	E	0	0	0.407701
Z	E	0.794761	0.341897	0
C	Y	0.607077	0	0
Z	F	0	0	0
Z	Y	0	0.172692	0
C	Y	0	0.09943	0.542026
Z	Y	0	0	0.009051
A	Y	0	0	0.640409
A	Y	0	0.800189	0.507691
Z	Y	0	0	0
Z	Y	0.257787	0.488136	0
A	Y	0	0.950644	0.668717
Z	F	0	0	0
B	E	0.493312	0	0
A	F	0	0	0
Z	F	0.436363	0.437001	0.463566
C	Y	0.037611	0	0.771376
Z	Y	0	0.516873	0.67084
B	Y	0.214981	0	0
B	Y	0.706046	0.221984	0
Z	Y	0.572466	0	0.225388
D	Y	0.746031	0	0.643658
Z	F	0	0.448157	0.106455
Z	G	0.251763	0.931904	0.370838
B	Y	0.084309	0.864765	0
A	Y	0.403409	0	0
Z	Y	0	0	0
Z	Y	0.607558	0	0
Z	E	0.344714	0	0.644702
Z	F	0.267242	0	0
C	Y	0.195503	0	0.717422
B	E	0.958421	0	0
A	E	0	0.911756	0.328276
A	Y	0.77811	0	0
A	Y	0	0.887589	0.01515
A	Y	0.642921	0.54982	0
Z	Y	0.190133	0	0
Z	Y	0	0.058177	0.970247
A	Y	0	0.805197	0.070599
Z	H	0.886547	0.212296	0.822733
A	Y	0.696134	0	0.536062
Z	G	0.037805	0	0.299308
A	Y	0	0	0
Z	Y	0	0	0
A	H	0.598163	0.2345	0
C	E	0	0.38102	0.714734
A	E	0.960191	0.646885	0
Z	Y	0	0	0
Z	E	0	0.489408	0.082638
C	E	0.864242	0	0
A	Y	0	0	0
Z	E	0.6723	0	0
A	E	0	0	0
C	E	0	0.486791	0
Z	Y	0	0	0
A	Y	0	0	0.637823
Z	Y	0	0	0.226537
B	Y	0.216086	0.365977	0.545644
B	F	0	0	0
Z	E	0	0.994487	0
A	Y	0.419585	0.681173	0
Z	F	0.285546	0	0
Z	E	0.637824	0.930979	0
C	F	0	0	0.711489
Z	E	0	0	0.725913
Z	Y	0.931028	0	0
A	Y	0	0	0.795258
Z	F	0	0.51283	0.89191
A	Y	0.548008	0.294139	0.427348
A	F	0.066143	0	0
A	E	0	0.495433	0.230957
Z	Y	0	0.515408	0
Z	Y	0.619738	0.907653	0.023147
Z	Y	0.628823	0.161797	0
A	Y	0.367869	0.150905	0
A	Y	0	0	0
B	E	0	0	0
Z	Y	0	0	0
Z	E	0.807962	0	0.785684
A	Y	0	0	0
Z	Y	0	0.181215	0
