100000	2	3		
B	E	0	0	0
C	G	0	0	0
Z	Y	0.855321	0	0.808224
Z	Y	0.702358	0.906416	0
Z	E	0.897272	0	0
Z	E	0.902489	0.248353	0.505487
Z	E	0.050049	0	0.271173
Z	E	0	0	0
A	E	0.757792	0	0
A	H	0.56569	0	0.527552
Z	Y	0	0.804773	0.624898
Z	E	0.253678	0	0
A	Y	0	0.916962	0
Z	E	0	0.401316	0
Z	E	0	0	0
A	G	0.145491	0	0.580022
C	E	0.692804	0	0.500683
Z	Y	0	0.17383	0.837638
Z	E	0.31372	0.415825	0
B	F	0	0	0.598838
C	Y	0.377026	0.328238	0
Z	Y	0	0	0.024033
A	Y	0	0	0.861516
Z	Y	0	0	0
A	F	0.733619	0	0.216692
D	E	0	0.557194	0.267893
Z	Y	0	0.625897	0.616739
Z	Y	0.711276	0.718126	0.338977
A	F	0.317909	0.737252	0.512348
C	Y	0	0.320822	0.469104
C	Y	0	0	0.444975
A	E	0	0.207155	0
Z	Y	0.269516	0	0
Z	Y	0	0	0.665342
A	Y	0	0	0.08441
B	Y	0	0.225008	0
D	F	0	0	0
C	Y	0.232948	0	0
B	Y	0.411425	0.348191	0.912575
B	Y	0.276966	0.974765	0
Z	Y	0.047229	0	0.679398
B	E	0	0	0.249526
A	Y	0.487043	0	0
Z	E	0.81097	0.388389	0.88663
Z	G	0	0	0
A	H	0	0.111385	0
Z	E	0.781887	0.011431	0.221966
Z	G	0.717105	0.682226	0
B	Y	0	0.50398	0.406117
Z	Y	0.479297	0	0
C	E	0.659062	0	0
Z	Y	0	0.467877	0
Z	E	0	0	0.726145
Z	Y	0	0	0.488006
D	Y	0.409091	0.712576	0
Z	H	0	0	0
B	Y	0.768799	0	0.374023
B	G	0.181168	0	0.332449
Z	Y	0	0	0
A	H	0	0.551467	0.884088
Z	G	0	0	0.678931
Z	E	0	0	0.754925
Z	F	0	0	0.275116
B	Y	0	0.970938	0
Z	Y	0.895118	0	0.492351
B	F	0.697502	0	0.334852
Z	H	0	0.401303	0.545241
Z	Y	0.425257	0.273673	0.713015
C	Y	0	0.705667	0
A	Y	0.401097	0.567492	0.384021
C	Y	0.888129	0	0.603703
Z	Y	0.397241	0	0.06883
C	Y	0.630355	0.294531	0.206415
A	Y	0	0.454311	0
Z	E	0	0.400503	0.41027
C	E	0.465848	0	0
Z	Y	0.948028	0	0.920406
B	Y	0.6424	0	0
Z	Y	0	0	0.22841
Z	Y	0.323582	0.737293	0
A	Y	0.376622	0	0
Z	Y	0.426852	0.842116	0
D	Y	0.024684	0.489701	0.86668
Z	Y	0	0.802595	0
Z	F	0.409614	0.259766	0
C	E	0	0.039444	0.961615
Z	Y	0	0.581579	0
A	Y	0.820857	0.157788	0.380541
Z	Y	0	0	0.499764
D	Y	0	0	0.526042
Z	Y	0	0.584678	0
D	E	0.427153	0.752234	0.493573
A	G	0	0.627655	0
A	F	0	0	0.090509
A	Y	0.889128	0	0
Z	F	0.140149	0	0.519167
A	Y	0.383734	0	0
A	G	0	0.73826	0
Z	Y	0	0.273983	0.322329
Z	H	0	0.711436	0.049333
Z	Y	0.465275	0.242241	0.707429
A	Y	0.826736	0	0
Z	Y	0	0.259253	0.739556
Z	Y	0.466954	0	0.440738
D	F	0.413705	0.604034	0.471063
Z	E	0.706409	0.762167	0
Z	E	0.626813	0	0.784939
Z	E	0	0.148526	0
Z	Y	0.523942	0	0.694823
A	F	0	0.281048	0.874484
Z	Y	0	0	0.363825
A	E	0.835047	0.287393	0
Z	Y	0.571864	0.250528	0.676563
A	Y	0.320782	0	0.091531
Z	E	0	0	0.204995
B	Y	0	0.202818	0
B	Y	0.953822	0.39649	0
Z	E	0	0	0
A	F	0.199516	0.327669	0.764196
A	E	0.98157	0	0
A	E	0	0	0
Z	Y	0.439815	0.383617	0.856635
Z	Y	0.570931	0	0
Z	G	0.834363	0.16953	0
B	F	0	0.217993	0.433043
A	Y	0	0	0
Z	Y	0	0.532776	0
Z	Y	0	0	0.535031
Z	Y	0.172954	0.429461	0.482576
Z	Y	0	0.750394	0
A	Y	0.394928	0	0.429077
A	Y	0.374547	0	0
B	E	0.28772	0.885663	0
Z	Y	0.325349	0.953141	0
C	Y	0	0	0.204583
Z	E	0.928588	0	0.167472
B	Y	0.846372	0.925115	0.186988
A	Y	0	0.435134	0.771527
Z	G	0	0	0
C	F	0	0	0
Z	Y	0.22778	0.455425	0.352714
A	F	0	0	0
Z	Y	0	0.276224	0.496815
Z	Y	0	0	0
Z	F	0.329027	0.44643	0
Z	E	0.600395	0	0
A	E	0	0	0.300453
D	Y	0.490729	0	0
Z	E	0	0.071576	0
D	E	0	0.907042	0
Z	E	0	0.404071	0
Z	Y	0.764496	0	0
Z	F	0.696537	0	0.846195
B	E	0.833584	0	0.363833
Z	H	0.603425	0.262755	0
Z	G	0.618733	0.430753	0.908421
B	F	0.824451	0	0.506744
A	E	0.924915	0	0.730635
Z	Y	0.722977	0.979191	0.227666
B	Y	0.697628	0	0.879949
Z	Y	0	0	0
Z	H	0.220906	0.554021	0.054883
Z	F	0.411891	0.451722	0
Z	Y	0	0	0
A	Y	0.686312	0.70426	0
Z	Y	0.72161	0.252092	0.733417
Z	Y	0.156114	0	0.922787
A	Y	0.525258	0	0.191823
Z	F	0	0	0
Z	F	0.706373	0.486702	0.411358
A	E	0	0.601352	0
D	Y	0.953949	0.596758	0
B	Y	0	0	0.539611
Z	Y	0	0.570119	0
Z	Y	0	0.846793	0
Z	E	0.236125	0	0
Z	E	0.856464	0.885734	0
B	Y	0	0	0.436934
B	E	0.784411	0.878291	0
Z	F	0.431649	0.460164	0
Z	Y	0	0	0.72024
A	Y	0.178	0	0.550307
Z	Y	0	0	0
B	Y	0	0	0.211563
A	E	0	0	0.310788
A	Y	0	0.250195	0.802679
A	G	0	0	0.976476
Z	Y	0	0	0
A	H	0.21083	0	0.049397
D	Y	0.534098	0.492516	0.525172
Z	Y	0	0.730062	0.151158
Z	E	0	0.772332	0.287721
Z	E	0.281826	0.49267	0.675119
B	Y	0	0	0.72569
Z	Y	0	0.304823	0
B	F	0.313577	0.459922	0
Z	Y	0.239453	0	0
Z	F	0.820226	0.066752	0.318739
D	E	0.258673	0.704694	0
Z	H	0.511835	0	0.487855
D	F	0	0.600056	0
A	G	0.718485	0	0
Z	F	0	0	0
B	E	0.433202	0.214496	0.331868
Z	Y	0	0	0.547743
A	Y	0	0.87646	0
Z	E	0	0.849866	0.542667
B	F	0	0.89879	0
B	E	0.659075	0	0.274297
B	G	0	0	0.438805
Z	E	0	0	0
Z	F	0.917003	0.395057	0.513347
C	E	0	0	0.648995
Z	Y	0.061651	0	0.851053
Z	Y	0	0	0.598802
A	F	0	0.333909	0.989817
B	F	0.779863	0	0
Z	F	0.962299	0	0.34571
B	F	0.173734	0.938166	0.391353
C	Y	0	0	0
A	Y	0.527676	0.554658	0
Z	E	0.977584	0	0
Z	Y	0.300805	0	0
A	Y	0	0	0
A	Y	0.839785	0	0
D	E	0.19301	0.709758	0
B	F	0	0.666694	0.762504
Z	Y	0	0	0
Z	Y	0	0.436074	0
B	Y	0.776689	0	0.630989
Z	E	0.80648	0	0.335675
B	G	0.334651	0	0
A	Y	0.613817	0	0.072524
D	Y	0	0.005688	0
B	E	0.675777	0	0
A	Y	0	0.690288	0
Z	Y	0.98043	0	0
Z	H	0	0	0.424254
Z	F	0	0	0
Z	Y	0	0	0
Z	Y	0	0.558374	0
Z	Y	0	0	0.07994
Z	H	0.736375	0.403361	0
Z	F	0.634242	0	0.895328
Z	E	0	0.285332	0
A	E	0.461001	0	0
A	E	0.424033	0.591968	0
Z	F	0.698423	0.448418	0
C	Y	0	0.368197	0
A	Y	0	0	0
A	G	0	0	0.58592
Z	Y	0	0.276681	0
A	E	0	0	0
Z	Y	0	0	0
Z	E	0	0.418562	0.46681
Z	F	0	0	0
A	Y	0.953279	0	0.559565
Z	G	0.092289	0	0
C	Y	0.78889	0.751229	0
D	Y	0.599929	0.873834	0.453992
Z	Y	0.192646	0	0
C	E	0	0	0
Z	Y	0	0	0
A	E	0.689284	0.89201	0
B	Y	0.361641	0	0
Z	Y	0.549122	0	0.462299
Z	Y	0	0	0.219396
B	Y	0.203739	0	0.596871
Z	Y	0.984858	0.658253	0
Z	E	0	0.787678	0
A	F	0	0.881538	0
Z	Y	0.939235	0	0.356539
A	F	0.574605	0.515326	0.359164
Z	Y	0.498859	0	0.163081
Z	Y	0.742921	0	0.607666
Z	F	0.086731	0.637726	0.258289
Z	Y	0	0	0.772103
Z	E	0	0.599587	0
A	G	0.366705	0.320583	0
Z	E	0.489524	0	0.57476
Z	E	0	0	0
Z	E	0.228564	0	0.65338
Z	H	0.033417	0.576725	0.500336
Z	Y	0.285888	0.080225	0
A	E	0.836309	0	0
Z	E	0.621026	0	0.347864
A	H	0	0.253581	0
Z	Y	0	0	0.670655
A	Y	0	0	0.418466
Z	H	0	0.202955	0.67391
Z	Y	0	0.258498	0.138471
D	Y	0.542643	0.349749	0
C	Y	0	0.295131	0
Z	F	0.674707	0.326651	0
C	E	0.619124	0.230133	0
Z	Y	0	0	0
Z	Y	0.848614	0	0.739216
Z	F	0.268204	0.250096	0
B	Y	0.39209	0.757388	0
Z	E	0	0.971721	0.463184
A	F	0	0.677226	0
Z	Y	0.458771	0.402361	0
Z	Y	0	0	0.791631
A	F	0	0.930555	0
A	Y	0.7573	0	0.110984
A	E	0.618631	0	0.785294
A	E	0.57168	0.377023	0
Z	F	0.554892	0	0
Z	E	0	0.597948	0.182673
Z	Y	0.957032	0	0
C	E	0	0.383978	0
Z	H	0.401517	0	0.76881
A	Y	0	0	0
Z	Y	0	0.554132	0
Z	E	0	0	0
A	E	0	0.518122	0.950299
C	E	0	0.586498	0
A	H	0	0	0
Z	Y	0	0	0
C	Y	0.405095	0.563537	0.403221
B	Y	0	0.414564	0
Z	F	0	0	0
Z	Y	0	0	0.173553
D	F	0	0.471847	0.244656
B	Y	0	0	0.479601
Z	Y	0.983686	0	0.304904
Z	E	0.469383	0.761697	0
B	F	0	0	0
D	E	0.16329	0	0
Z	F	0	0.934709	0
Z	E	0	0.146899	0
A	Y	0.423772	0	0
Z	E	0.403315	0	0.215166
B	E	0	0	0.809331
Z	Y	0.264949	0	0
Z	Y	0.889555	0	0.501956
Z	H	0.638864	0.032901	0.321938
Z	Y	0	0.258206	0.866027
Z	E	0	0	0.067037
A	G	0	0	0.290591
Z	Y	0	0	0.649647
A	F	0	0	0
Z	Y	0.266482	0	0
Z	Y	0.520383	0.501888	0.981416
Z	F	0.864679	0	0
Z	Y	0.628813	0	0
A	F	0.748373	0.672293	0
Z	F	0	0.304177	0
Z	H	0.09258	0	0
B	Y	0.805952	0	0
C	E	0.149568	0	0.130826
C	Y	0.173935	0	0.713496
Z	Y	0	0	0
B	E	0	0	0.871197
Z	F	0.291653	0.642953	0.073996
A	Y	0.373414	0.506425	0
Z	Y	0.479456	0	0
B	G	0	0.013644	0
A	Y	0	0.162793	0
A	F	0.464712	0	0.947954
B	Y	0	0.114858	0
Z	Y	0	0.397153	0.073929
Z	E	0	0	0.822853
Z	G	0	0	0
Z	F	0	0.987454	0
Z	E	0.621408	0.212887	0
Z	Y	0.411854	0	0
Z	Y	0	0	0.36872
A	E	0.528939	0.992689	0.595115
Z	F	0.958646	0.800626	0.088202
Z	E	0	0	0.690338
A	H	0	0	0.715935
A	H	0	0.278718	0
A	G	0	0.503991	0
Z	F	0	0	0.125306
Z	H	0.168554	0.400397	0.981834
A	F	0	0	0
Z	Y	0.759947	0.576271	0
A	G	0.533471	0.398049	0
A	Y	0.201136	0.839032	0.224965
B	Y	0.32379	0.320546	0.565613
B	Y	0.019005	0.420443	0
B	F	0	0.122292	0
Z	E	0.979281	0	0.288463
A	E	0.382578	0	0
A	E	0.088909	0.204256	0.4062
A	Y	0	0.65119	0.156533
Z	F	0	0.468428	0
Z	F	0	0.144329	0.450093
Z	Y	0	0	0.182574
Z	E	0	0	0
D	G	0	0.197544	0
Z	Y	0	0.461966	0
Z	G	0.299253	0.529676	0.786533
A	Y	0.188542	0	0.740555
Z	E	0	0	0.53368
Z	G	0.553487	0	0
B	E	0.490479	0	0.972825
Z	Y	0	0	0
Z	H	0	0	0.281481
B	Y	0	0.56973	0.818517
Z	H	0	0	0.506339
Z	E	0	0.470579	0
Z	Y	0	0	0.547741
Z	F	0.459326	0.61556	0
Z	E	0	0.383935	0
A	Y	0.435373	0	0
A	Y	0.003716	0.948245	0.04119
Z	Y	0.218775	0	0
Z	Y	0.086912	0.465483	0.762572
A	Y	0.52732	0	0
Z	F	0.518138	0	0.484854
Z	F	0.879667	0	0.808557
A	Y	0	0	0.709445
A	Y	0	0	0.778611
Z	E	0	0	0.98673
A	Y	0	0	0.375727
Z	Y	0	0.101271	0.572962
A	Y	0.15409	0	0
A	F	0	0.684932	0.07582
Z	Y	0	0	0.484241
Z	Y	0.24266	0	0
Z	F	0	0	0
A	E	0.091032	0.748417	0.541051
A	Y	0.092919	0.95431	0
Z	E	0	0.308329	0.338802
Z	Y	0	0.679727	0
Z	Y	0.418715	0	0.0345
Z	F	0.960148	0	0.361672
A	Y	0	0	0.699836
Z	Y	0.794177	0.481077	0.578202
A	Y	0.755578	0	0
Z	E	0	0	0.589877
A	F	0	0.492903	0
Z	H	0	0.07833	0
A	E	0	0	0.407701
Z	Y	0	0	0.229547
Z	E	0	0.193028	0.001126
Z	F	0	0	0
A	Y	0	0	0
Z	Y	0	0.09943	0
A	Y	0	0.586073	0
A	E	0.323693	0.901344	0.640409
Z	Y	0.37149	0.800189	0
B	Y	0.523063	0	0
B	E	0.257787	0.488136	0
A	E	0	0.950644	0.668717
B	F	0.261349	0.299653	0.282547
Z	E	0	0.555421	0
Z	F	0.691205	0	0.838385
B	F	0	0.437001	0.463566
C	E	0.037611	0.847373	0.771376
A	Y	0	0	0
Z	Y	0.214981	0.56334	0.273151
Z	G	0.706046	0.221984	0.772017
A	F	0.572466	0.628883	0.225388
Z	E	0.746031	0	0
Z	F	0.744808	0	0.106455
Z	G	0	0.931904	0
Z	Y	0.084309	0	0
Z	E	0.403409	0	0.131115
C	Y	0.433186	0.315643	0.762895
Z	Y	0	0.409839	0
C	E	0	0.406795	0.644702
B	F	0	0	0.773909
Z	G	0	0.187054	0.717422
Z	Y	0.958421	0.077871	0.739239
A	Y	0	0.911756	0
A	H	0.77811	0.318256	0.039886
A	F	0.3017	0.887589	0.01515
A	Y	0	0	0.99538
Z	G	0.190133	0.639869	0
A	Y	0	0	0.970247
Z	Y	0	0.805197	0.070599
A	Y	0	0	0.822733
A	Y	0.696134	0.5347	0.536062
Z	Y	0.037805	0	0
A	E	0.510958	0.834875	0.02673
A	Y	0	0.275622	0.907824
A	Y	0	0.2345	0.665653
Z	Y	0	0	0.714734
A	E	0	0.646885	0
C	Y	0	0.780815	0
A	Y	0.967615	0.489408	0.082638
Z	Y	0.864242	0	0.357941
A	F	0	0.367849	0
Z	E	0	0.924875	0.121682
